Percent Digital Additional Content Revenue,Percent Digital Microtransaction Revenue,Percent Digital Subscription Revenue,Percent Digital Full Game Revenue,region,segment,Platform,title,genre,publisher,developer,Date,month,year,quarter,ARPMAU,MAU - Formatted,Downloads,Retention One Month,Reacquired Users in Month,Digital Full Game Units Sold - Formatted,Digital Full Game Price - Formatted,Digital Full Game Revenue - Formatted,Digital Additional Content Conversion Rate - Formatted,Digital Additional Content ARPPU - Formatted,Digital Additional Content Revenue - Formatted,Digital Season Pass ARPPU - Formatted,Digital Season Pass Conversion Rate - Formatted,Digital Season Pass Revenue - Formatted,Digital Subscribers - Formatted,Digital Subscription Fee - Formatted,Digital Subscription Revenue - Formatted,Digital DLC ARPPU - Formatted,Digital DLC Conversion Rate - Formatted,Digital DLC Revenue - Formatted,Digital Micro AC ARPPU - Formatted,Digital Micro AC Conversion Rate - Formatted,Digital Micro AC Revenue - Formatted,Digital Microtransaction Conversion Rate - Formatted,Digital Microtransaction ARPPU - Formatted,Digital Microtransaction Revenue - Formatted,Digital Total Revenue - Formatted,Ad Revenue,Key Event Text - Formatted,Key Event Type - Formatted,Calc Console Brand Exclusive - Formatted,Calc Free to Play Console - Formatted,Calc Rating Tier - Formatted,Calc Sales Tier - Formatted,Tag Branded IP - Formatted,Tag East vs West - Formatted,Tag Existing IP - Formatted,Tag Open World - Formatted,Tag Primary Mode - Formatted,Tag Production Quality - Formatted,"Export filtered data by clicking here then the 
Download > Crosstab menu button above."
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Dead Island: Epidemic,MOBA,Deep Silver,Stunlock Studios,10/1/2015 0:00,10,2015,Q4,0,"74,617",2508,82.91%,6295,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,F,Small (<$10M),No,Untagged,No,No,Multiplayer,AA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Fortnite: Battle Royale,Shooter,Epic Games,Epic Games,9/1/2017 0:00,9,2017,Q3,0,"2,294,106",2431752,,,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,Unranked,Large (>$100M),No,Untagged,No,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Hawken,Sci-fi,Meteor Entertainment,Adhesive Games,11/1/2017 0:00,11,2017,Q4,0,"22,145",2454,69.94%,920,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Hawken,Sci-fi,Meteor Entertainment,Adhesive Games,12/1/2017 0:00,12,2017,Q4,0,"23,483",2604,78.95%,3395,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Hawken,Sci-fi,Meteor Entertainment,Adhesive Games,1/1/2018 0:00,1,2018,Q1,0,"13,811",2167,45.66%,921,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Magicka: Wizard Wars,MOBA,Paradox Interactive,Paradox North,5/1/2016 0:00,5,2016,Q2,0,"65,794",5729,74.95%,3406,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,C,Small (<$10M),No,Untagged,Yes,No,Multiplayer,AA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Magicka: Wizard Wars,MOBA,Paradox Interactive,Paradox North,6/1/2016 0:00,6,2016,Q2,0,"46,127",5310,56.81%,3438,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,C,Small (<$10M),No,Untagged,Yes,No,Multiplayer,AA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Magicka: Wizard Wars,MOBA,Paradox Interactive,Paradox North,7/1/2016 0:00,7,2016,Q3,0,"36,919",2390,67.24%,3511,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,C,Small (<$10M),No,Untagged,Yes,No,Multiplayer,AA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Mighty Quest for Epic Loot,RPG,Ubisoft,Ubisoft Montreal,9/1/2016 0:00,9,2016,Q3,0,"82,046",9783,85.50%,7943,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,E,Medium (>$10M),No,Untagged,No,No,Multiplayer,AA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Mighty Quest for Epic Loot,RPG,Ubisoft,Ubisoft Montreal,10/1/2016 0:00,10,2016,Q4,0,"86,416",10058,85.78%,5978,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,E,Medium (>$10M),No,Untagged,No,No,Multiplayer,AA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Paragon,MOBA,Epic Games,Epic Games,2/1/2018 0:00,2,2018,Q1,0,"739,369",104600,65.10%,18032,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,F,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Paragon,MOBA,Epic Games,Epic Games,3/1/2018 0:00,3,2018,Q1,0,"687,251",63245,81.69%,20013,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,F,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Paragon,MOBA,Epic Games,Epic Games,4/1/2018 0:00,4,2018,Q2,0,"565,066",67112,69.61%,19533,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,F,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Tom Clancy's Ghost Recon Phantoms,Shooter,Ubisoft,Ubisoft Singapore,9/1/2016 0:00,9,2016,Q3,0,"485,382",41438,88.43%,17224,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,D,Medium (>$10M),No,Untagged,Yes,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Tom Clancy's Ghost Recon Phantoms,Shooter,Ubisoft,Ubisoft Singapore,10/1/2016 0:00,10,2016,Q4,0,"490,426",42060,88.63%,18180,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,D,Medium (>$10M),No,Untagged,Yes,No,Multiplayer,AAA,
,,,, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Tom Clancy's Ghost Recon Phantoms,Shooter,Ubisoft,Ubisoft Singapore,11/1/2016 0:00,11,2016,Q4,0,"486,729",42577,88.75%,8923,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,0.00%,$0.00 ,$0.00 ,$0.00 ,,,,Non Console,No,D,Medium (>$10M),No,Untagged,Yes,No,Multiplayer,AAA,
,,,, Region - Worldwide,Premium PC,All Premium PC Platforms,Batman: Arkham Knight,Action-Adventure,Warner Bros. Interactive Entertainment,Rocksteady Studios,7/1/2015 0:00,7,2015,Q3,0,"244,017",,,,0,$0.00 ,$0.00 ,0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,,,,Non Console,No,F,Medium (>$10M),Yes,Untagged,Yes,Yes,Single,AAA,
,,,, Region - Worldwide,Premium PC,All Premium PC Platforms,Batman: Arkham Knight,Action-Adventure,Warner Bros. Interactive Entertainment,Rocksteady Studios,8/1/2015 0:00,8,2015,Q3,0,"95,810",,,,0,$0.00 ,$0.00 ,0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,,,,Non Console,No,F,Medium (>$10M),Yes,Untagged,Yes,Yes,Single,AAA,
,,,, Region - Worldwide,Premium PC,All Premium PC Platforms,Batman: Arkham Knight,Action-Adventure,Warner Bros. Interactive Entertainment,Rocksteady Studios,9/1/2015 0:00,9,2015,Q3,0,"172,620",,,,0,$0.00 ,$0.00 ,0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,,,,Non Console,No,F,Medium (>$10M),Yes,Untagged,Yes,Yes,Single,AAA,
,,,, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Modern Warfare Remastered,Shooter,"Activision Blizzard, Inc.",Raven Software,11/1/2016 0:00,11,2016,Q4,0,"113,345",,,,0,$0.00 ,$0.00 ,0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,,,,Non Console,No,Unranked,Small (<$10M),No,Untagged,Yes,No,Multiplayer,AAA,
,,,, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Modern Warfare Remastered,Shooter,"Activision Blizzard, Inc.",Raven Software,12/1/2016 0:00,12,2016,Q4,0,"134,313",,,,0,$0.00 ,$0.00 ,4.32%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,,,,Non Console,No,Unranked,Small (<$10M),No,Untagged,Yes,No,Multiplayer,AAA,
,,,, Region - Worldwide,Premium PC,All Premium PC Platforms,Evolve Stage 2,Shooter,"Take Two Interactive Software, Inc.",Turtle Rock Studios,7/1/2016 0:00,7,2016,Q3,0,"1,978,588",,,,,,$0.00 ,0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,,,,Non Console,No,Unranked,Small (<$10M),No,Untagged,No,No,Multiplayer,AAA,
,,,, Region - Worldwide,Premium PC,All Premium PC Platforms,Evolve Stage 2,Shooter,"Take Two Interactive Software, Inc.",Turtle Rock Studios,8/1/2016 0:00,8,2016,Q3,0,"728,833",,,,,,$0.00 ,0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,$0.00 ,,,,Non Console,No,Unranked,Small (<$10M),No,Untagged,No,No,Multiplayer,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,A Way Out,Action-Adventure,"Electronic Arts, Inc.",Hazelight Studios,3/1/2018 0:00,3,2018,Q1,40.35,"123,279",,,,"163,826",$30.36 ,"$4,973,757.36 ",,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$4,973,757.36 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,A Way Out,Action-Adventure,"Electronic Arts, Inc.",Hazelight Studios,4/1/2018 0:00,4,2018,Q2,17.95,"204,170",,,,"130,808",$28.01 ,"$3,663,932.08 ",,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$3,663,932.08 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,A Way Out,Action-Adventure,"Electronic Arts, Inc.",Hazelight Studios,5/1/2018 0:00,5,2018,Q2,6.63,"148,207",,,,"32,296",$30.41 ,"$982,121.36 ",,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$982,121.36 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,A Way Out,Action-Adventure,"Electronic Arts, Inc.",Hazelight Studios,6/1/2018 0:00,6,2018,Q2,5.74,"150,840",,,,"31,854",$27.19 ,"$866,110.26 ",,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$866,110.26 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,A Way Out,Action-Adventure,"Electronic Arts, Inc.",Hazelight Studios,7/1/2018 0:00,7,2018,Q3,5.5,"147,815",,,,"30,085",$27.03 ,"$813,197.55 ",,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$813,197.55 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,No,No,Multiplayer,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",6/1/2015 0:00,6,2015,Q2,31.99,"785,755",,,,"1,020,600",$24.63 ,"$25,137,378.00 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$25,137,378.00 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",7/1/2015 0:00,7,2015,Q3,17.04,"705,164",,,,"435,443",$27.59 ,"$12,013,872.37 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$12,013,872.37 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",8/1/2015 0:00,8,2015,Q3,13.54,"642,038",,,,"357,358",$24.33 ,"$8,694,520.14 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$8,694,520.14 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",9/1/2015 0:00,9,2015,Q3,16.17,"577,261",,,,"365,605",$25.53 ,"$9,333,895.65 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$9,333,895.65 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",10/1/2015 0:00,10,2015,Q4,9.66,"613,086",,,,"263,380",$22.49 ,"$5,923,416.20 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$5,923,416.20 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",11/1/2015 0:00,11,2015,Q4,10.43,"575,597",,,,"261,869",$22.93 ,"$6,004,656.17 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$6,004,656.17 ",,"11/09/2015: Troodon dinosaur introduced on PC
11/16/2015: Leedsichthys dinosaur introduced on PC
11/23/2015: Woolly Rhino dinosaur introduced on PC
11/25/2015: Turkey Trial event on PC",UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",12/1/2015 0:00,12,2015,Q4,15.22,"625,762",,,,"401,560",$23.72 ,"$9,525,003.20 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$9,525,003.20 ",,"12/01/2015: Hyaenodon dinosaur introduced on PC
12/07/2015: Megalania dinosaur introduced on PC
12/14/2015: Thylacoleo dinosaur introduced on PC
12/15/2015: Split screen local multiplayer introduced on PC
12/21/2015: Ammonite dinosuar introduced on PC
12/23/2015: Winter Wonderland event on PC",UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",1/1/2016 0:00,1,2016,Q1,8.95,"579,464",,,,"205,739",$25.22 ,"$5,188,737.58 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$5,188,737.58 ",,"01/12/2016: Megalosaurus dinosaur introduced on PC
01/19/2016: Titanosaur dinosaur introduced on PC
01/25/2016: Chalicotherium dinosaur introduced on PC",UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",2/1/2016 0:00,2,2016,Q1,10.94,"554,554",,,,"282,054",$21.50 ,"$6,064,161.00 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$6,064,161.00 ",,"02/01/2016: Oncorhynchus dinosaur introduced on PC
02/09/2016: Haementeria dinsoaur introduced on PC",UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",3/1/2016 0:00,3,2016,Q1,8.75,"552,343",,,,"238,889",$20.22 ,"$4,830,335.58 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$4,830,335.58 ",,"03/01/2016: Mysterious Mysteries dinosaur introduced on PC
03/25/2016: Eggcellent Adventure event on PC
03/28/2016: Basilosaurus dinsoaur introduced on PC",UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",4/1/2016 0:00,4,2016,Q2,6.99,"545,329",,,,"171,936",$22.16 ,"$3,810,101.76 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$3,810,101.76 ",,"04/01/2016: April Fools event on PC
04/11/2016: ARK: Survival of the Fittest update on PC
04/20/2016: Broodmother Boss arena added on PC
04/22/2016: Official Mods Program launched on PC",UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",5/1/2016 0:00,5,2016,Q2,5.96,"636,214",,,,"159,259",$23.80 ,"$3,790,364.20 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$3,790,364.20 ",,"05/04/2016: Megapithecus Boss Arena added on PC
05/10/2016: Purlovia dinosaur added on PC
05/16/2016: Mysteries of the ARK: Ruins update on PC
05/17/2016: The Center update on PC
05/30/2016: Pelagornis dinosaur added on PC",UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",6/1/2016 0:00,6,2016,Q2,7.12,"698,006",,,,"263,887",$18.84 ,"$4,971,631.08 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$4,971,631.08 ",,"06/01/2016: Anniversary patch on PC
06/08/2016: Tapejara dinosaur added on PC",UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",7/1/2016 0:00,7,2016,Q3,4,"687,597",,,,"136,942",$20.07 ,"$2,748,425.94 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,748,425.94 ",,07/28/2016: Primitive+ update on PC,UPD,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,ARK: Survival Evolved,Sandbox,Studio Wildcard,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement",8/1/2016 0:00,8,2016,Q3,3.69,"634,487",,,,"115,053",$20.33 ,"$2,339,027.49 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,339,027.49 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,Assassin's Creed IV Black Flag,Action-Adventure,Ubisoft,Ubisoft Montreal,4/1/2018 0:00,4,2018,Q2,3.8,"36,021",,,,"7,027",$19.47 ,"$136,800.79 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$136,800.79 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Single,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,Assassin's Creed IV Black Flag,Action-Adventure,Ubisoft,Ubisoft Montreal,5/1/2018 0:00,5,2018,Q2,3.68,"36,050",,,,"6,659",$19.94 ,"$132,775.65 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$132,775.65 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Single,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,Assassin's Creed IV Black Flag,Action-Adventure,Ubisoft,Ubisoft Montreal,6/1/2018 0:00,6,2018,Q2,3.68,"34,845",,,,"6,267",$20.47 ,"$128,302.38 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$128,302.38 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Single,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,Assassin's Creed IV Black Flag,Action-Adventure,Ubisoft,Ubisoft Montreal,7/1/2018 0:00,7,2018,Q3,3.6,"33,333",,,,"6,122",$19.59 ,"$119,919.60 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$119,919.60 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Single,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,Assassin's Creed Unity,Action-Adventure,Ubisoft,Ubisoft Montreal,4/1/2018 0:00,4,2018,Q2,8.77,"48,565",,,,"12,681",$33.59 ,"$426,001.66 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$426,001.66 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Single,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,Assassin's Creed Unity,Action-Adventure,Ubisoft,Ubisoft Montreal,5/1/2018 0:00,5,2018,Q2,7.51,"52,862",,,,"12,395",$32.04 ,"$397,114.29 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$397,114.29 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Single,AAA,
0.00%,0.00%,0.00%,100.00%, Region - Worldwide,Premium PC,All Premium PC Platforms,Assassin's Creed Unity,Action-Adventure,Ubisoft,Ubisoft Montreal,6/1/2018 0:00,6,2018,Q2,7.16,"52,647",,,,"11,372",$33.13 ,"$376,750.54 ",0.00%,$0.00 ,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$376,750.54 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Single,AAA,
