Percent Digital Additional Content Revenue,Percent Digital Microtransaction Revenue,Percent Digital Subscription Revenue,Percent Digital Full Game Revenue,region,segment,Platform,title,genre,publisher,developer,Date,month,year,quarter,ARPMAU,MAU - Formatted,Downloads,Retention One Month,Reacquired Users in Month,Digital Full Game Units Sold - Formatted,Digital Full Game Price - Formatted,Digital Full Game Revenue - Formatted,Digital Additional Content Conversion Rate - Formatted,Digital Additional Content ARPPU - Formatted,Digital Additional Content Revenue - Formatted,Digital Season Pass ARPPU - Formatted,Digital Season Pass Conversion Rate - Formatted,Digital Season Pass Revenue - Formatted,Digital Subscribers - Formatted,Digital Subscription Fee - Formatted,Digital Subscription Revenue - Formatted,Digital DLC ARPPU - Formatted,Digital DLC Conversion Rate - Formatted,Digital DLC Revenue - Formatted,Digital Micro AC ARPPU - Formatted,Digital Micro AC Conversion Rate - Formatted,Digital Micro AC Revenue - Formatted,Digital Microtransaction Conversion Rate - Formatted,Digital Microtransaction ARPPU - Formatted,Digital Microtransaction Revenue - Formatted,Digital Total Revenue - Formatted,Ad Revenue,Key Event Text - Formatted,Key Event Type - Formatted,Calc Console Brand Exclusive - Formatted,Calc Free to Play Console - Formatted,Calc Rating Tier - Formatted,Calc Sales Tier - Formatted,Tag Branded IP - Formatted,Tag East vs West - Formatted,Tag Existing IP - Formatted,Tag Open World - Formatted,Tag Primary Mode - Formatted,Tag Production Quality - Formatted,"Export filtered data by clicking here then the 
Download > Crosstab menu button above."
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,4/1/2015 0:00,4,2015,Q2,1.62,"360,896",77311,59.82%,73387,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.75%,$43.13 ,"$584,074.43 ","$584,074.43 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,5/1/2015 0:00,5,2015,Q2,1.65,"347,119",96056,60.11%,34143,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.79%,$43.43 ,"$571,910.09 ","$571,910.09 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,6/1/2015 0:00,6,2015,Q2,1.68,"330,213",92836,59.16%,32033,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.86%,$43.49 ,"$554,453.47 ","$554,453.47 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,7/1/2015 0:00,7,2015,Q3,1.7,"311,401",89702,58.48%,28591,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.94%,$43.20 ,"$530,206.18 ","$530,206.18 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,8/1/2015 0:00,8,2015,Q3,1.85,"322,009",76264,61.53%,54128,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.06%,$45.65 ,"$597,073.45 ","$597,073.45 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,9/1/2015 0:00,9,2015,Q3,1.83,"303,810",86614,57.64%,31587,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.95%,$46.22 ,"$555,059.19 ","$555,059.19 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,10/1/2015 0:00,10,2015,Q4,2.08,"282,569",80146,55.80%,32895,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.13%,$50.36 ,"$587,447.06 ","$587,447.06 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,11/1/2015 0:00,11,2015,Q4,2.05,"290,755",70456,60.25%,50054,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.25%,$48.26 ,"$596,468.16 ","$596,468.16 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,12/1/2015 0:00,12,2015,Q4,2.03,"291,302",76214,61.05%,37592,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.92%,$51.79 ,"$592,078.63 ","$592,078.63 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,1/1/2016 0:00,1,2016,Q1,1.99,"278,994",80414,59.63%,24868,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.01%,$49.64 ,"$554,726.81 ","$554,726.81 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,2/1/2016 0:00,2,2016,Q1,1.96,"272,692",76760,61.24%,25072,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.05%,$48.32 ,"$533,671.75 ","$533,671.75 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,3/1/2016 0:00,3,2016,Q1,1.88,"268,592",74738,60.29%,29455,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.04%,$46.66 ,"$505,850.49 ","$505,850.49 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,4/1/2016 0:00,4,2016,Q2,1.97,"263,166",74927,60.57%,25547,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.31%,$45.59 ,"$517,567.67 ","$517,567.67 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,5/1/2016 0:00,5,2016,Q2,1.98,"257,232",71746,59.48%,28963,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.28%,$46.37 ,"$510,028.08 ","$510,028.08 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,6/1/2016 0:00,6,2016,Q2,1.96,"251,891",68857,57.78%,34400,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.30%,$45.65 ,"$494,399.01 ","$494,399.01 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,7/1/2016 0:00,7,2016,Q3,1.92,"243,099",71645,60.11%,20051,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.26%,$45.09 ,"$466,967.76 ","$466,967.76 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,8/1/2016 0:00,8,2016,Q3,1.89,"235,620",64638,58.61%,28498,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.24%,$44.56 ,"$444,996.16 ","$444,996.16 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,9/1/2016 0:00,9,2016,Q3,1.92,"228,794",63987,58.29%,27460,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.26%,$45.09 ,"$439,242.13 ","$439,242.13 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,10/1/2016 0:00,10,2016,Q4,1.91,"231,030",60386,60.81%,31504,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.21%,$45.47 ,"$442,132.80 ","$442,132.80 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,11/1/2016 0:00,11,2016,Q4,1.97,"231,569",62206,60.64%,29269,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.24%,$46.37 ,"$455,456.95 ","$455,456.95 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,12/1/2016 0:00,12,2016,Q4,2.04,"232,002",63515,60.71%,27912,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.32%,$47.21 ,"$473,367.36 ","$473,367.36 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,1/1/2017 0:00,1,2017,Q1,2.05,"235,991",67090,55.47%,40210,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.29%,$47.73 ,"$483,368.51 ","$483,368.51 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,2/1/2017 0:00,2,2017,Q1,1.99,"231,467",66278,59.33%,25182,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.24%,$46.98 ,"$461,397.95 ","$461,397.95 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,3/1/2017 0:00,3,2017,Q1,2,"235,344",65004,60.52%,30253,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.22%,$47.46 ,"$471,248.19 ","$471,248.19 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,4/1/2017 0:00,4,2017,Q2,1.95,"230,530",70846,60.15%,18124,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.14%,$47.12 ,"$450,049.41 ","$450,049.41 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,5/1/2017 0:00,5,2017,Q2,1.84,"235,081",63204,60.41%,32615,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.05%,$45.34 ,"$432,012.43 ","$432,012.43 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,6/1/2017 0:00,6,2017,Q2,1.84,"229,007",69757,59.75%,18787,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.03%,$45.65 ,"$421,081.67 ","$421,081.67 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,7/1/2017 0:00,7,2017,Q3,1.89,"228,058",65380,60.37%,24435,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.17%,$45.40 ,"$431,365.70 ","$431,365.70 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,8/1/2017 0:00,8,2017,Q3,1.82,"222,444",69473,59.04%,18318,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.09%,$44.50 ,"$404,905.79 ","$404,905.79 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,9/1/2017 0:00,9,2017,Q3,1.87,"216,402",65017,58.87%,20438,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.09%,$45.55 ,"$403,601.24 ","$403,601.24 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,10/1/2017 0:00,10,2017,Q4,1.81,"212,808",63929,60.45%,18071,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,4.01%,$45.15 ,"$385,361.72 ","$385,361.72 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,11/1/2017 0:00,11,2017,Q4,1.72,"209,274",61198,58.32%,23970,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.93%,$43.79 ,"$359,811.02 ","$359,811.02 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,12/1/2017 0:00,12,2017,Q4,1.64,"204,749",58769,59.05%,22401,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.86%,$42.44 ,"$335,791.50 ","$335,791.50 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,1/1/2018 0:00,1,2018,Q1,1.6,"200,322",58669,58.90%,21047,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.80%,$42.06 ,"$319,955.60 ","$319,955.60 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,2/1/2018 0:00,2,2018,Q1,1.63,"218,718",59873,60.42%,37811,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.79%,$43.06 ,"$356,930.87 ","$356,930.87 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,3/1/2018 0:00,3,2018,Q1,1.62,"203,439",66403,56.66%,13113,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.59%,$45.00 ,"$328,651.89 ","$328,651.89 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,4/1/2018 0:00,4,2018,Q2,1.55,"206,389",57041,60.92%,25418,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.47%,$44.81 ,"$320,861.89 ","$320,861.89 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,5/1/2018 0:00,5,2018,Q2,1.56,"205,364",59767,61.31%,19066,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.51%,$44.28 ,"$319,360.63 ","$319,360.63 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,6/1/2018 0:00,6,2018,Q2,1.61,"210,197",56231,60.64%,29442,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.56%,$45.29 ,"$339,014.57 ","$339,014.57 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Planetside 2,Sci-fi,Daybreak Game Company,Daybreak Game Company,7/1/2018 0:00,7,2018,Q3,1.59,"207,787",62732,61.17%,16479,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,3.55%,$44.78 ,"$329,972.70 ","$329,972.70 ",,,,Non Console,No,B,Medium (>$10M),No,Untagged,No,Yes,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,1/1/2015 0:00,1,2015,Q1,0.65,"119,330",16940,85.92%,12923,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.55%,$25.50 ,"$77,615.28 ","$77,615.28 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,2/1/2015 0:00,2,2015,Q1,0.58,"115,833",10349,86.51%,2252,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.37%,$24.67 ,"$67,736.44 ","$67,736.44 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,3/1/2015 0:00,3,2015,Q1,0.53,"114,834",9584,88.97%,2195,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.23%,$23.92 ,"$61,215.35 ","$61,215.35 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,4/1/2015 0:00,4,2015,Q2,0.49,"109,883",10487,84.88%,1929,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.13%,$23.10 ,"$54,107.52 ","$54,107.52 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,5/1/2015 0:00,5,2015,Q2,0.45,"103,494",10248,83.13%,1904,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.04%,$22.02 ,"$46,407.57 ","$46,407.57 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,6/1/2015 0:00,6,2015,Q2,0.43,"99,902",9103,85.86%,1935,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.02%,$21.30 ,"$43,029.15 ","$43,029.15 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,7/1/2015 0:00,7,2015,Q3,0.46,"99,477",8471,87.86%,3235,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.05%,$22.39 ,"$45,716.61 ","$45,716.61 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,8/1/2015 0:00,8,2015,Q3,0.48,"95,669",8808,85.45%,1855,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.15%,$22.12 ,"$45,527.66 ","$45,527.66 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,9/1/2015 0:00,9,2015,Q3,0.51,"94,967",7857,89.01%,1951,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.25%,$22.61 ,"$48,256.37 ","$48,256.37 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,10/1/2015 0:00,10,2015,Q4,0.52,"92,893",8054,87.39%,1843,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.33%,$22.44 ,"$48,528.40 ","$48,528.40 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,11/1/2015 0:00,11,2015,Q4,0.54,"95,632",8577,88.20%,5125,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.41%,$22.36 ,"$51,483.75 ","$51,483.75 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
0.00%,100.00%,0.00%,0.00%, Region - Worldwide,Free-to-Play PC,All Free-to-Play PC Platforms,Pokemon Trading Card Game,Card Game,Nintendo,Nintendo of America Inc.,12/1/2015 0:00,12,2015,Q4,0.61,"95,510",8075,88.86%,2452,,,$0.00 ,,,0,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,2.55%,$23.88 ,"$58,163.69 ","$58,163.69 ",,,,Non Console,No,F,Small (<$10M),Yes,Untagged,Yes,No,Multiplayer,AA,
